Depth,Monst dmg,Monst life,Monster level,Sulphite deposit,sulphite cost,Darkness res
3118,357,31618,83,2440,1100,-3150
3119,357,31631,83,2440,1100,-3150
3120,358,31644,83,2440,1100,-3150
3121,358,31657,83,2440,1100,-3150
3122,358,31670,83,2440,1100,-3150
3123,358,31683,83,2440,1100,-3150
3124,358,31696,83,2440,1100,-3150
3125,358,31709,83,2440,1100,-3150
3126,358,31722,83,2440,1100,-3150
3127,358,31735,83,2440,1100,-3150
3128,358,31748,83,2440,1100,-3150
3129,358,31761,83,2440,1100,-3150
3130,359,31774,83,2440,1100,-3150
3131,359,31787,83,2440,1100,-3150
3132,359,31800,83,2440,1100,-3150
3133,359,31813,83,2440,1100,-3150
3134,359,31826,83,2440,1100,-3150
3135,359,31839,83,2440,1100,-3150
3136,359,31852,83,2440,1100,-3150
3137,359,31865,83,2440,1100,-3150
3138,359,31878,83,2440,1100,-3150
3139,359,31891,83,2440,1100,-3150
3140,359,31904,83,2440,1100,-3150
3141,360,31917,83,2440,1100,-3150
3142,360,31930,83,2440,1100,-3150
3143,360,31943,83,2440,1100,-3150
3144,360,31956,83,2440,1100,-3150
3145,360,31969,83,2440,1100,-3150
3146,360,31982,83,2440,1100,-3150
3147,360,31995,83,2440,1100,-3150
3148,360,32008,83,2440,1100,-3150
3149,360,32021,83,2440,1100,-3150
3150,360,32034,83,2440,1100,-3150
3151,361,32047,83,2440,1100,-3150
3152,361,32060,83,2440,1100,-3150
3153,361,32073,83,2440,1100,-3150
3154,361,32086,83,2440,1100,-3150
3155,361,32099,83,2440,1100,-3150
3156,361,32112,83,2440,1100,-3150
3157,361,32125,83,2440,1100,-3150
3158,361,32138,83,2440,1100,-3150
3159,361,32151,83,2440,1100,-3150
3160,361,32164,83,2440,1100,-3150
3161,362,32177,83,2440,1100,-3150
3162,362,32190,83,2440,1100,-3150
3163,362,32203,83,2440,1100,-3150
3164,362,32216,83,2440,1100,-3150
3165,362,32229,83,2440,1100,-3150
3166,362,32242,83,2440,1100,-3150
3167,362,32255,83,2440,1100,-3150
3168,362,32268,83,2440,1100,-3150
3169,362,32281,83,2440,1100,-3150
3170,362,32294,83,2440,1100,-3150
3171,362,32307,83,2440,1100,-3150
3172,363,32320,83,2440,1100,-3150
3173,363,32333,83,2440,1100,-3150
3174,363,32346,83,2440,1100,-3150
3175,363,32359,83,2440,1100,-3150
3176,363,32372,83,2440,1100,-3150
3177,363,32385,83,2440,1100,-3150
3178,363,32398,83,2440,1100,-3150
3179,363,32411,83,2440,1100,-3150
3180,363,32424,83,2440,1100,-3150
3181,363,32437,83,2440,1100,-3150
3182,364,32450,83,2440,1100,-3150
3183,364,32463,83,2440,1100,-3150
3184,364,32476,83,2440,1100,-3150
3185,364,32489,83,2440,1100,-3150
3186,364,32502,83,2440,1100,-3150
3187,364,32515,83,2440,1100,-3150
3188,364,32528,83,2440,1100,-3150
3189,364,32541,83,2440,1100,-3150
3190,364,32554,83,2440,1100,-3150
3191,364,32567,83,2440,1100,-3150
3192,365,32580,83,2440,1100,-3150
3193,365,32593,83,2440,1100,-3150
3194,365,32606,83,2440,1100,-3150
3195,365,32619,83,2440,1100,-3150
3196,365,32632,83,2440,1100,-3150
3197,365,32645,83,2440,1100,-3150
3198,365,32658,83,2440,1100,-3150
3199,365,32671,83,2440,1100,-3150
3200,365,32684,83,2440,1100,-3150
3201,365,32697,83,2440,1100,-3150
3202,366,32710,83,2440,1100,-3150
3203,366,32723,83,2440,1100,-3150
3204,366,32736,83,2440,1100,-3150
3205,366,32749,83,2440,1100,-3150
3206,366,32762,83,2440,1100,-3150
3207,366,32775,83,2440,1100,-3150
3208,366,32788,83,2440,1100,-3150
3209,366,32801,83,2440,1100,-3150
3210,366,32814,83,2440,1100,-3150
3211,366,32827,83,2440,1100,-3150
3212,367,32840,83,2440,1100,-3150
3213,367,32853,83,2440,1100,-3150
3214,367,32866,83,2440,1100,-3150
3215,367,32879,83,2440,1100,-3150
3216,367,32892,83,2440,1100,-3150
3217,367,32905,83,2440,1100,-3150
3218,367,32918,83,2440,1100,-3150
3219,367,32931,83,2440,1100,-3150
3220,367,32944,83,2440,1100,-3150
3221,367,32957,83,2440,1100,-3150
3222,367,32970,83,2440,1100,-3150
3223,368,32983,83,2440,1100,-3150
3224,368,32996,83,2440,1100,-3150
3225,368,33009,83,2440,1100,-3150
3226,368,33022,83,2440,1100,-3150
3227,368,33035,83,2440,1100,-3150
3228,368,33048,83,2440,1100,-3150
3229,368,33061,83,2440,1100,-3150
3230,368,33074,83,2440,1100,-3150
3231,368,33087,83,2440,1100,-3150
3232,368,33100,83,2440,1100,-3150
3233,369,33113,83,2440,1100,-3150
3234,369,33126,83,2440,1100,-3150
3235,369,33139,83,2440,1100,-3150
3236,369,33152,83,2440,1100,-3150
3237,369,33165,83,2440,1100,-3150
3238,369,33178,83,2440,1100,-3150
3239,369,33191,83,2440,1100,-3150
3240,369,33204,83,2440,1100,-3150
3241,369,33217,83,2440,1100,-3150
3242,369,33230,83,2440,1100,-3150
3243,370,33243,83,2440,1100,-3150
3244,370,33256,83,2440,1100,-3150
3245,370,33269,83,2440,1100,-3150
3246,370,33282,83,2440,1100,-3150
3247,370,33295,83,2440,1100,-3150
3248,370,33308,83,2440,1100,-3150
3249,370,33321,83,2440,1100,-3150
3250,370,33334,83,2440,1100,-3150
3251,370,33347,83,2440,1100,-3150
3252,370,33360,83,2440,1100,-3150
3253,371,33373,83,2440,1100,-3150
3254,371,33386,83,2440,1100,-3150
3255,371,33399,83,2440,1100,-3150
3256,371,33412,83,2440,1100,-3150
3257,371,33425,83,2440,1100,-3150
3258,371,33438,83,2440,1100,-3150
3259,371,33451,83,2440,1100,-3150
3260,371,33464,83,2440,1100,-3150
3261,371,33477,83,2440,1100,-3150
3262,371,33490,83,2440,1100,-3150
3263,372,33503,83,2440,1100,-3150
3264,372,33516,83,2440,1100,-3150
3265,372,33529,83,2440,1100,-3150
3266,372,33542,83,2440,1100,-3150
3267,372,33555,83,2440,1100,-3150
3268,372,33568,83,2440,1100,-3150
3269,372,33581,83,2440,1100,-3150
3270,372,33594,83,2440,1100,-3150
3271,372,33607,83,2440,1100,-3150
3272,372,33620,83,2440,1100,-3150
3273,373,33633,83,2440,1100,-3150
3274,373,33646,83,2440,1100,-3150
3275,373,33659,83,2440,1100,-3150
3276,373,33672,83,2440,1100,-3150
3277,373,33685,83,2440,1100,-3150
3278,373,33698,83,2440,1100,-3150
3279,373,33711,83,2440,1100,-3150
3280,373,33724,83,2440,1100,-3150
3281,373,33737,83,2440,1100,-3150
3282,373,33750,83,2440,1100,-3150
3283,374,33763,83,2440,1100,-3150
3284,374,33776,83,2440,1100,-3150
3285,374,33789,83,2440,1100,-3150
3286,374,33802,83,2440,1100,-3150
3287,374,33815,83,2440,1100,-3150
3288,374,33828,83,2440,1100,-3150
3289,374,33841,83,2440,1100,-3150
3290,374,33854,83,2440,1100,-3150
3291,374,33867,83,2440,1100,-3150
3292,375,33880,83,2440,1100,-3150
3293,375,33893,83,2440,1100,-3150
3294,375,33906,83,2440,1100,-3150
3295,375,33919,83,2440,1100,-3150
3296,375,33932,83,2440,1100,-3150
3297,375,33945,83,2440,1100,-3150
3298,375,33958,83,2440,1100,-3150
3299,375,33971,83,2440,1100,-3150
3300,375,33984,83,2440,1100,-3150
3301,375,33997,83,2440,1100,-3150
3302,376,34010,83,2440,1100,-3150
3303,376,34023,83,2440,1100,-3150
3304,376,34036,83,2440,1100,-3150
3305,376,34049,83,2440,1100,-3150
3306,376,34062,83,2440,1100,-3150
3307,376,34075,83,2440,1100,-3150
3308,376,34088,83,2440,1100,-3150
3309,376,34101,83,2440,1100,-3150
3310,376,34114,83,2440,1100,-3150
3311,376,34127,83,2440,1100,-3150
3312,377,34140,83,2440,1100,-3150
3313,377,34153,83,2440,1100,-3150
3314,377,34166,83,2440,1100,-3150
3315,377,34179,83,2440,1100,-3150
3316,377,34192,83,2440,1100,-3150
3317,377,34205,83,2440,1100,-3150
3318,377,34218,83,2440,1100,-3150
3319,377,34231,83,2440,1100,-3150
3320,377,34244,83,2440,1100,-3150
3321,377,34257,83,2440,1100,-3150
3322,378,34270,83,2440,1100,-3150
3323,378,34283,83,2440,1100,-3150
3324,378,34296,83,2440,1100,-3150
3325,378,34309,83,2440,1100,-3150
3326,378,34322,83,2440,1100,-3150
3327,378,34335,83,2440,1100,-3150
3328,378,34348,83,2440,1100,-3150
3329,378,34361,83,2440,1100,-3150
3330,378,34374,83,2440,1100,-3150
3331,378,34387,83,2440,1100,-3150
3332,379,34400,83,2440,1100,-3150
3333,379,34413,83,2440,1100,-3150
3334,379,34426,83,2440,1100,-3150
3335,379,34439,83,2440,1100,-3150
3336,379,34452,83,2440,1100,-3150
3337,379,34465,83,2440,1100,-3150
3338,379,34478,83,2440,1100,-3150
3339,379,34491,83,2440,1100,-3150
3340,379,34504,83,2440,1100,-3150
3341,380,34517,83,2440,1100,-3150
3342,380,34530,83,2440,1100,-3150
3343,380,34543,83,2440,1100,-3150
3344,380,34556,83,2440,1100,-3150
3345,380,34569,83,2440,1100,-3150
3346,380,34582,83,2440,1100,-3150
3347,380,34595,83,2440,1100,-3150
3348,380,34608,83,2440,1100,-3150
3349,380,34621,83,2440,1100,-3150
3350,380,34634,83,2440,1100,-3150
3351,381,34647,83,2440,1100,-3150
3352,381,34660,83,2440,1100,-3150
3353,381,34673,83,2440,1100,-3150
3354,381,34686,83,2440,1100,-3150
3355,381,34699,83,2440,1100,-3150
3356,381,34712,83,2440,1100,-3150
3357,381,34725,83,2440,1100,-3150
3358,381,34738,83,2440,1100,-3150
3359,381,34751,83,2440,1100,-3150
3360,381,34764,83,2440,1100,-3150
3361,382,34777,83,2440,1100,-3150
3362,382,34790,83,2440,1100,-3150
3363,382,34803,83,2440,1100,-3150
3364,382,34816,83,2440,1100,-3150
3365,382,34829,83,2440,1100,-3150
3366,382,34842,83,2440,1100,-3150
3367,382,34855,83,2440,1100,-3150
3368,382,34868,83,2440,1100,-3150
3369,382,34881,83,2440,1100,-3150
3370,383,34894,83,2440,1100,-3150
3371,383,34907,83,2440,1100,-3150
3372,383,34920,83,2440,1100,-3150
3373,383,34933,83,2440,1100,-3150
3374,383,34946,83,2440,1100,-3150
3375,383,34959,83,2440,1100,-3150
3376,383,34972,83,2440,1100,-3150
3377,383,34985,83,2440,1100,-3150
3378,383,34998,83,2440,1100,-3150
3379,383,35011,83,2440,1100,-3150
3380,384,35024,83,2440,1100,-3150
3381,384,35037,83,2440,1100,-3150
3382,384,35050,83,2440,1100,-3150
3383,384,35063,83,2440,1100,-3150
3384,384,35076,83,2440,1100,-3150
3385,384,35089,83,2440,1100,-3150
3386,384,35102,83,2440,1100,-3150
3387,384,35115,83,2440,1100,-3150
3388,384,35128,83,2440,1100,-3150
3389,384,35141,83,2440,1100,-3150
3390,385,35154,83,2440,1100,-3150
3391,385,35167,83,2440,1100,-3150
3392,385,35180,83,2440,1100,-3150
3393,385,35193,83,2440,1100,-3150
3394,385,35206,83,2440,1100,-3150
3395,385,35219,83,2440,1100,-3150
3396,385,35232,83,2440,1100,-3150
3397,385,35245,83,2440,1100,-3150
3398,385,35258,83,2440,1100,-3150
3399,386,35271,83,2440,1100,-3150
3400,386,35284,83,2440,1100,-3150
3401,386,35297,83,2440,1100,-3150
3402,386,35310,83,2440,1100,-3150
3403,386,35323,83,2440,1100,-3150
3404,386,35336,83,2440,1100,-3150
3405,386,35349,83,2440,1100,-3150
3406,386,35362,83,2440,1100,-3150
3407,386,35375,83,2440,1100,-3150
3408,386,35388,83,2440,1100,-3150
3409,387,35401,83,2440,1100,-3150
3410,387,35414,83,2440,1100,-3150
3411,387,35427,83,2440,1100,-3150
3412,387,35440,83,2440,1100,-3150
3413,387,35453,83,2440,1100,-3150
3414,387,35466,83,2440,1100,-3150
3415,387,35479,83,2440,1100,-3150
3416,387,35492,83,2440,1100,-3150
3417,387,35505,83,2440,1100,-3150
3418,388,35518,83,2440,1100,-3150
3419,388,35531,83,2440,1100,-3150
3420,388,35544,83,2440,1100,-3150
3421,388,35557,83,2440,1100,-3150
3422,388,35570,83,2440,1100,-3150
3423,388,35583,83,2440,1100,-3150
3424,388,35596,83,2440,1100,-3150
3425,388,35609,83,2440,1100,-3150
3426,388,35622,83,2440,1100,-3150
3427,388,35635,83,2440,1100,-3150
3428,389,35648,83,2440,1100,-3150
3429,389,35661,83,2440,1100,-3150
3430,389,35674,83,2440,1100,-3150
3431,389,35687,83,2440,1100,-3150
3432,389,35700,83,2440,1100,-3150
3433,389,35713,83,2440,1100,-3150
3434,389,35726,83,2440,1100,-3150
3435,389,35739,83,2440,1100,-3150
3436,389,35752,83,2440,1100,-3150
3437,390,35765,83,2440,1100,-3150
3438,390,35778,83,2440,1100,-3150
3439,390,35791,83,2440,1100,-3150
3440,390,35804,83,2440,1100,-3150
3441,390,35817,83,2440,1100,-3150
3442,390,35830,83,2440,1100,-3150
3443,390,35843,83,2440,1100,-3150
3444,390,35856,83,2440,1100,-3150
3445,390,35869,83,2440,1100,-3150
3446,390,35882,83,2440,1100,-3150
3447,391,35895,83,2440,1100,-3150
3448,391,35908,83,2440,1100,-3150
3449,391,35921,83,2440,1100,-3150
3450,391,35934,83,2440,1100,-3150
3451,391,35947,83,2440,1100,-3150
3452,391,35960,83,2440,1100,-3150
3453,391,35973,83,2440,1100,-3150
3454,391,35986,83,2440,1100,-3150
3455,391,35999,83,2440,1100,-3150
3456,392,36012,83,2440,1100,-3150
3457,392,36025,83,2440,1100,-3150
3458,392,36038,83,2440,1100,-3150
3459,392,36051,83,2440,1100,-3150
3460,392,36064,83,2440,1100,-3150
3461,392,36077,83,2440,1100,-3150
3462,392,36090,83,2440,1100,-3150
3463,392,36103,83,2440,1100,-3150
3464,392,36116,83,2440,1100,-3150
3465,393,36129,83,2440,1100,-3150
3466,393,36142,83,2440,1100,-3150
3467,393,36155,83,2440,1100,-3150
3468,393,36168,83,2440,1100,-3150
3469,393,36181,83,2440,1100,-3150
3470,393,36194,83,2440,1100,-3150
3471,393,36207,83,2440,1100,-3150
3472,393,36220,83,2440,1100,-3150
3473,393,36233,83,2440,1100,-3150
3474,393,36246,83,2440,1100,-3150
3475,394,36259,83,2440,1100,-3150
3476,394,36272,83,2440,1100,-3150
3477,394,36285,83,2440,1100,-3150
3478,394,36298,83,2440,1100,-3150
3479,394,36311,83,2440,1100,-3150
3480,394,36324,83,2440,1100,-3150
3481,394,36337,83,2440,1100,-3150
3482,394,36350,83,2440,1100,-3150
3483,394,36363,83,2440,1100,-3150
3484,395,36376,83,2440,1100,-3150
3485,395,36389,83,2440,1100,-3150
3486,395,36402,83,2440,1100,-3150
3487,395,36415,83,2440,1100,-3150
3488,395,36428,83,2440,1100,-3150
3489,395,36441,83,2440,1100,-3150
3490,395,36454,83,2440,1100,-3150
3491,395,36467,83,2440,1100,-3150
3492,395,36480,83,2440,1100,-3150
3493,396,36493,83,2440,1100,-3150
3494,396,36506,83,2440,1100,-3150
3495,396,36519,83,2440,1100,-3150
3496,396,36532,83,2440,1100,-3150
3497,396,36545,83,2440,1100,-3150
3498,396,36558,83,2440,1100,-3150
3499,396,36571,83,2440,1100,-3150
3500,396,36584,83,2440,1100,-3150
3501,396,36597,83,2440,1100,-3150
3502,396,36610,83,2440,1100,-3150
3503,397,36623,83,2440,1100,-3150
3504,397,36636,83,2440,1100,-3150
3505,397,36649,83,2440,1100,-3150
3506,397,36662,83,2440,1100,-3150
3507,397,36675,83,2440,1100,-3150
3508,397,36688,83,2440,1100,-3150
3509,397,36701,83,2440,1100,-3150
3510,397,36714,83,2440,1100,-3150
3511,397,36727,83,2440,1100,-3150
3512,398,36740,83,2440,1100,-3150
3513,398,36753,83,2440,1100,-3150
3514,398,36766,83,2440,1100,-3150
3515,398,36779,83,2440,1100,-3150
3516,398,36792,83,2440,1100,-3150
3517,398,36805,83,2440,1100,-3150
3518,398,36818,83,2440,1100,-3150
3519,398,36831,83,2440,1100,-3150
3520,398,36844,83,2440,1100,-3150
3521,399,36857,83,2440,1100,-3150
3522,399,36870,83,2440,1100,-3150
3523,399,36883,83,2440,1100,-3150
3524,399,36896,83,2440,1100,-3150
3525,399,36909,83,2440,1100,-3150
3526,399,36922,83,2440,1100,-3150
3527,399,36935,83,2440,1100,-3150
3528,399,36948,83,2440,1100,-3150
3529,399,36961,83,2440,1100,-3150
3530,400,36974,83,2440,1100,-3150
3531,400,36987,83,2440,1100,-3150
3532,400,37000,83,2440,1100,-3150
3533,400,37013,83,2440,1100,-3150
3534,400,37026,83,2440,1100,-3150
3535,400,37039,83,2440,1100,-3150
3536,400,37052,83,2440,1100,-3150
3537,400,37065,83,2440,1100,-3150
3538,400,37078,83,2440,1100,-3150
3539,401,37091,83,2440,1100,-3150
3540,401,37104,83,2440,1100,-3150
3541,401,37117,83,2440,1100,-3150
3542,401,37130,83,2440,1100,-3150
3543,401,37143,83,2440,1100,-3150
3544,401,37156,83,2440,1100,-3150
3545,401,37169,83,2440,1100,-3150
3546,401,37182,83,2440,1100,-3150
3547,401,37195,83,2440,1100,-3150
3548,402,37208,83,2440,1100,-3150
3549,402,37221,83,2440,1100,-3150
3550,402,37234,83,2440,1100,-3150
3551,402,37247,83,2440,1100,-3150
3552,402,37260,83,2440,1100,-3150
3553,402,37273,83,2440,1100,-3150
3554,402,37286,83,2440,1100,-3150
3555,402,37299,83,2440,1100,-3150
3556,402,37312,83,2440,1100,-3150
3557,402,37325,83,2440,1100,-3150
3558,403,37338,83,2440,1100,-3150
3559,403,37351,83,2440,1100,-3150
3560,403,37364,83,2440,1100,-3150
3561,403,37377,83,2440,1100,-3150
3562,403,37390,83,2440,1100,-3150
3563,403,37403,83,2440,1100,-3150
3564,403,37416,83,2440,1100,-3150
3565,403,37429,83,2440,1100,-3150
3566,403,37442,83,2440,1100,-3150
3567,404,37455,83,2440,1100,-3150
3568,404,37468,83,2440,1100,-3150
3569,404,37481,83,2440,1100,-3150
3570,404,37494,83,2440,1100,-3150
3571,404,37507,83,2440,1100,-3150
3572,404,37520,83,2440,1100,-3150
3573,404,37533,83,2440,1100,-3150
3574,404,37546,83,2440,1100,-3150
3575,404,37559,83,2440,1100,-3150
3576,405,37572,83,2440,1100,-3150
3577,405,37585,83,2440,1100,-3150
3578,405,37598,83,2440,1100,-3150
3579,405,37611,83,2440,1100,-3150
3580,405,37624,83,2440,1100,-3150
3581,405,37637,83,2440,1100,-3150
3582,405,37650,83,2440,1100,-3150
3583,405,37663,83,2440,1100,-3150
3584,405,37676,83,2440,1100,-3150
3585,406,37689,83,2440,1100,-3150
3586,406,37702,83,2440,1100,-3150
3587,406,37715,83,2440,1100,-3150
3588,406,37728,83,2440,1100,-3150
3589,406,37741,83,2440,1100,-3150
3590,406,37754,83,2440,1100,-3150
3591,406,37767,83,2440,1100,-3150
3592,406,37780,83,2440,1100,-3150
3593,406,37793,83,2440,1100,-3150
3594,407,37806,83,2440,1100,-3150
3595,407,37819,83,2440,1100,-3150
3596,407,37832,83,2440,1100,-3150
3597,407,37845,83,2440,1100,-3150
3598,407,37858,83,2440,1100,-3150
3599,407,37871,83,2440,1100,-3150
3600,407,37884,83,2440,1100,-3150
3601,407,37897,83,2440,1100,-3150
3602,407,37910,83,2440,1100,-3150
3603,408,37923,83,2440,1100,-3150
3604,408,37936,83,2440,1100,-3150
3605,408,37949,83,2440,1100,-3150
3606,408,37962,83,2440,1100,-3150
3607,408,37975,83,2440,1100,-3150
3608,408,37988,83,2440,1100,-3150
3609,408,38001,83,2440,1100,-3150
3610,408,38014,83,2440,1100,-3150
3611,408,38027,83,2440,1100,-3150
3612,409,38040,83,2440,1100,-3150
3613,409,38053,83,2440,1100,-3150
3614,409,38066,83,2440,1100,-3150
3615,409,38079,83,2440,1100,-3150
3616,409,38092,83,2440,1100,-3150
3617,409,38105,83,2440,1100,-3150
3618,409,38118,83,2440,1100,-3150
3619,409,38131,83,2440,1100,-3150
3620,409,38144,83,2440,1100,-3150
3621,410,38157,83,2440,1100,-3150
3622,410,38170,83,2440,1100,-3150
3623,410,38183,83,2440,1100,-3150
3624,410,38196,83,2440,1100,-3150
3625,410,38209,83,2440,1100,-3150
3626,410,38222,83,2440,1100,-3150
3627,410,38235,83,2440,1100,-3150
3628,410,38248,83,2440,1100,-3150
3629,410,38261,83,2440,1100,-3150
3630,411,38274,83,2440,1100,-3150
3631,411,38287,83,2440,1100,-3150
3632,411,38300,83,2440,1100,-3150
3633,411,38313,83,2440,1100,-3150
3634,411,38326,83,2440,1100,-3150
3635,411,38339,83,2440,1100,-3150
3636,411,38352,83,2440,1100,-3150
3637,411,38365,83,2440,1100,-3150
3638,411,38378,83,2440,1100,-3150
3639,412,38391,83,2440,1100,-3150
3640,412,38404,83,2440,1100,-3150
3641,412,38417,83,2440,1100,-3150
3642,412,38430,83,2440,1100,-3150
3643,412,38443,83,2440,1100,-3150
3644,412,38456,83,2440,1100,-3150
3645,412,38469,83,2440,1100,-3150
3646,412,38482,83,2440,1100,-3150
3647,413,38495,83,2440,1100,-3150
3648,413,38508,83,2440,1100,-3150
3649,413,38521,83,2440,1100,-3150
3650,413,38534,83,2440,1100,-3150
3651,413,38547,83,2440,1100,-3150
3652,413,38560,83,2440,1100,-3150
3653,413,38573,83,2440,1100,-3150
3654,413,38586,83,2440,1100,-3150
3655,413,38599,83,2440,1100,-3150
3656,414,38612,83,2440,1100,-3150
3657,414,38625,83,2440,1100,-3150
3658,414,38638,83,2440,1100,-3150
3659,414,38651,83,2440,1100,-3150
3660,414,38664,83,2440,1100,-3150
3661,414,38677,83,2440,1100,-3150
3662,414,38690,83,2440,1100,-3150
3663,414,38703,83,2440,1100,-3150
3664,414,38716,83,2440,1100,-3150
3665,415,38729,83,2440,1100,-3150
3666,415,38742,83,2440,1100,-3150
3667,415,38755,83,2440,1100,-3150
3668,415,38768,83,2440,1100,-3150
3669,415,38781,83,2440,1100,-3150
3670,415,38794,83,2440,1100,-3150
3671,415,38807,83,2440,1100,-3150
3672,415,38820,83,2440,1100,-3150
3673,415,38833,83,2440,1100,-3150
3674,416,38846,83,2440,1100,-3150
3675,416,38859,83,2440,1100,-3150
3676,416,38872,83,2440,1100,-3150
3677,416,38885,83,2440,1100,-3150
3678,416,38898,83,2440,1100,-3150
3679,416,38911,83,2440,1100,-3150
3680,416,38924,83,2440,1100,-3150
3681,416,38937,83,2440,1100,-3150
3682,416,38950,83,2440,1100,-3150
3683,417,38963,83,2440,1100,-3150
3684,417,38976,83,2440,1100,-3150
3685,417,38989,83,2440,1100,-3150
3686,417,39002,83,2440,1100,-3150
3687,417,39015,83,2440,1100,-3150
3688,417,39028,83,2440,1100,-3150
3689,417,39041,83,2440,1100,-3150
3690,417,39054,83,2440,1100,-3150
3691,418,39067,83,2440,1100,-3150
3692,418,39080,83,2440,1100,-3150
3693,418,39093,83,2440,1100,-3150
3694,418,39106,83,2440,1100,-3150
3695,418,39119,83,2440,1100,-3150
3696,418,39132,83,2440,1100,-3150
3697,418,39145,83,2440,1100,-3150
3698,418,39158,83,2440,1100,-3150
3699,418,39171,83,2440,1100,-3150
3700,419,39184,83,2440,1100,-3150
3701,419,39197,83,2440,1100,-3150
3702,419,39210,83,2440,1100,-3150
3703,419,39223,83,2440,1100,-3150
3704,419,39236,83,2440,1100,-3150
3705,419,39249,83,2440,1100,-3150
3706,419,39262,83,2440,1100,-3150
3707,419,39275,83,2440,1100,-3150
3708,419,39288,83,2440,1100,-3150
3709,420,39301,83,2440,1100,-3150
3710,420,39314,83,2440,1100,-3150
3711,420,39327,83,2440,1100,-3150
3712,420,39340,83,2440,1100,-3150
3713,420,39353,83,2440,1100,-3150
3714,420,39366,83,2440,1100,-3150
3715,420,39379,83,2440,1100,-3150
3716,420,39392,83,2440,1100,-3150
3717,420,39405,83,2440,1100,-3150
3718,421,39418,83,2440,1100,-3150
3719,421,39431,83,2440,1100,-3150
3720,421,39444,83,2440,1100,-3150
3721,421,39457,83,2440,1100,-3150
3722,421,39470,83,2440,1100,-3150
3723,421,39483,83,2440,1100,-3150
3724,421,39496,83,2440,1100,-3150
3725,421,39509,83,2440,1100,-3150
3726,422,39522,83,2440,1100,-3150
3727,422,39535,83,2440,1100,-3150
3728,422,39548,83,2440,1100,-3150
3729,422,39561,83,2440,1100,-3150
3730,422,39574,83,2440,1100,-3150
3731,422,39587,83,2440,1100,-3150
3732,422,39600,83,2440,1100,-3150
3733,422,39613,83,2440,1100,-3150
3734,422,39626,83,2440,1100,-3150
3735,423,39639,83,2440,1100,-3150
3736,423,39652,83,2440,1100,-3150
3737,423,39665,83,2440,1100,-3150
3738,423,39678,83,2440,1100,-3150
3739,423,39691,83,2440,1100,-3150
3740,423,39704,83,2440,1100,-3150
3741,423,39717,83,2440,1100,-3150
3742,423,39730,83,2440,1100,-3150
3743,423,39743,83,2440,1100,-3150
3744,424,39756,83,2440,1100,-3150
3745,424,39769,83,2440,1100,-3150
3746,424,39782,83,2440,1100,-3150
3747,424,39795,83,2440,1100,-3150
3748,424,39808,83,2440,1100,-3150
3749,424,39821,83,2440,1100,-3150
3750,424,39834,83,2440,1100,-3150
3751,424,39847,83,2440,1100,-3150
3752,425,39860,83,2440,1100,-3150
3753,425,39873,83,2440,1100,-3150
3754,425,39886,83,2440,1100,-3150
3755,425,39899,83,2440,1100,-3150
3756,425,39912,83,2440,1100,-3150
3757,425,39925,83,2440,1100,-3150
3758,425,39938,83,2440,1100,-3150
3759,425,39951,83,2440,1100,-3150
3760,425,39964,83,2440,1100,-3150
3761,426,39977,83,2440,1100,-3150
3762,426,39990,83,2440,1100,-3150
3763,426,40003,83,2440,1100,-3150
3764,426,40016,83,2440,1100,-3150
3765,426,40029,83,2440,1100,-3150
3766,426,40042,83,2440,1100,-3150
3767,426,40055,83,2440,1100,-3150
3768,426,40068,83,2440,1100,-3150
3769,427,40081,83,2440,1100,-3150
3770,427,40094,83,2440,1100,-3150
3771,427,40107,83,2440,1100,-3150
3772,427,40120,83,2440,1100,-3150
3773,427,40133,83,2440,1100,-3150
3774,427,40146,83,2440,1100,-3150
3775,427,40159,83,2440,1100,-3150
3776,427,40172,83,2440,1100,-3150
3777,427,40185,83,2440,1100,-3150
3778,428,40198,83,2440,1100,-3150
3779,428,40211,83,2440,1100,-3150
3780,428,40224,83,2440,1100,-3150
3781,428,40237,83,2440,1100,-3150
3782,428,40250,83,2440,1100,-3150
3783,428,40263,83,2440,1100,-3150
3784,428,40276,83,2440,1100,-3150
3785,428,40289,83,2440,1100,-3150
3786,428,40302,83,2440,1100,-3150
3787,429,40315,83,2440,1100,-3150
3788,429,40328,83,2440,1100,-3150
3789,429,40341,83,2440,1100,-3150
3790,429,40354,83,2440,1100,-3150
3791,429,40367,83,2440,1100,-3150
3792,429,40380,83,2440,1100,-3150
3793,429,40393,83,2440,1100,-3150
3794,429,40406,83,2440,1100,-3150
3795,430,40419,83,2440,1100,-3150
3796,430,40432,83,2440,1100,-3150
3797,430,40445,83,2440,1100,-3150
3798,430,40458,83,2440,1100,-3150
3799,430,40471,83,2440,1100,-3150
3800,430,40484,83,2440,1100,-3150
3801,430,40497,83,2440,1100,-3150
3802,430,40510,83,2440,1100,-3150
3803,430,40523,83,2440,1100,-3150
3804,431,40536,83,2440,1100,-3150
3805,431,40549,83,2440,1100,-3150
3806,431,40562,83,2440,1100,-3150
3807,431,40575,83,2440,1100,-3150
3808,431,40588,83,2440,1100,-3150
3809,431,40601,83,2440,1100,-3150
3810,431,40614,83,2440,1100,-3150
3811,431,40627,83,2440,1100,-3150
3812,432,40640,83,2440,1100,-3150
3813,432,40653,83,2440,1100,-3150
3814,432,40666,83,2440,1100,-3150
